,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
160,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
162,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
164,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
166,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
302,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41202470568453,-0.0010471001497885128,25.41202470568453,-0.0015865188058786631,0.001,"{'alpha': 0.001, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",6.756337927848118e-05,1.5780037636279827,0.002111100825888893,244,249,-0.006417253309527385,-0.003162305,-0.0018398579262524435,-0.001100969211249476,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789323037780576,-0.0010239123380780422,-0.0010488391569192694,-0.0010649483423128257,-0.0010886305040707022,-0.0010903459566678055,-0.0010906134814653364,-0.0010905791150160632,29.198604363272693,26.32948680660072,25.419860997461168,24.958787167021804,24.37898763896319,24.34054185259274,24.334581863527266,24.335346956036638,29.198604363272693,26.32948680660072,25.419860997461168,24.958787167021804,24.37898763896319,24.34054185259274,24.334581863527266,24.335346956036638
291,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",25.412011979380395,-0.001046909241043083,25.412011979380395,-0.001586526752708878,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.745542603588941e-05,1.5780091335833077,0.002111100314007263,248,250,-0.006417253309522693,-0.003162304999937085,-0.001839887980735287,-0.0011010027465449827,-9.999999747708009e-05,-3.064999671161427e-05,-1.9864994893350583e-05,-2.1249995848931725e-05,-0.0008789327687228352,-0.0010239510151824885,-0.0010487230711234085,-0.0010647451475496198,-0.0010883300668522457,-0.0010900317453169347,-0.0010902971011831073,-0.0010902630124140242,29.198602736124553,26.329470300414616,25.419861001363298,24.958787171082722,24.37896674136105,24.34052092654868,24.334560932287054,24.33532602586119,29.198602736124553,26.329470300414616,25.419861001363298,24.958787171082722,24.37896674136105,24.34052092654868,24.334560932287054,24.33532602586119
285,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",25.41201112788133,-0.0010469124547613355,25.41201112788133,-0.0015865272833311878,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.745701724173246e-05,1.5780094922726093,0.002111100278499365,255,251,-0.006417253309527337,-0.0031623049999993753,-0.0018398899798074456,-0.001101004977465606,-9.999999997484893e-05,-3.064999996721226e-05,-1.9864999949074028e-05,-2.1249999958603438e-05,-0.0008789327997773138,-0.0010239544938058628,-0.0010487230805984757,-0.0010647451616134212,-0.0010883389065366278,-0.0010900361953648683,-0.001090301543446147,-0.0010902674569479667,29.198602627444526,26.329469195248983,25.419860997500614,24.958787167046044,24.37896534456633,24.340519528415655,24.33455953487131,24.33532462795718,29.198602627444526,26.329469195248983,25.419860997500614,24.958787167046044,24.37896534456633,24.340519528415655,24.33455953487131,24.33532462795718
279,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",25.41201111938686,-0.001046912480275262,25.41201111938686,-0.0015865272886373257,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.745702906612044e-05,1.5780094958522544,0.00211110027814433,261,252,-0.006417253309527385,-0.0031623049999999937,-0.001839889999798075,-0.001101004999774656,-9.999999999974851e-05,-3.0649999999672144e-05,-1.9864999999490768e-05,-2.1249999999586053e-05,-0.0008789328000874915,-0.0010239545287037688,-0.0010487230806932347,-0.0010647451617540713,-0.0010883389440048499,-0.0010900362391149535,-0.0010903015871626092,-0.0010902675006811166,29.198602626359012,26.32946918423617,25.41986099746199,24.958787167005678,24.378965330630574,24.340519514465,24.334559520927733,24.335324614008737,29.198602626359012,26.32946918423617,25.41986099746199,24.958787167005678,24.378965330630574,24.340519514465,24.334559520927733,24.335324614008737
300,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.412011119320425,-0.0010471426182623181,25.412011119320425,-0.0015865272886890695,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946077695e-05,1.5780094958781603,0.0021111002781408635,275,253,-0.006417253309527385,-0.003162305,-0.001839889999992991,-0.001101004999992179,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.000878932800090516,-0.0010239863412084757,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380563373,-0.001090412284832279,-0.0010906798255987489,-0.001090645457080093,29.19860262634843,26.329469184135323,25.419860997461168,24.958787167021804,24.37896533060345,24.3405195143289,24.334559520791686,24.335324613872658,29.19860262634843,26.329469184135323,25.419860997461168,24.958787167021804,24.37896533060345,24.3405195143289,24.334559520791686,24.335324613872658
304,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.412011119320425,-0.0010471426182623181,25.412011119320425,-0.0015865272886890695,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946077695e-05,1.5780094958781603,0.0021111002781408635,275,253,-0.006417253309527385,-0.003162305,-0.001839889999992991,-0.001101004999992179,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.000878932800090516,-0.0010239863412084757,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380563373,-0.001090412284832279,-0.0010906798255987489,-0.001090645457080093,29.19860262634843,26.329469184135323,25.419860997461168,24.958787167021804,24.37896533060345,24.3405195143289,24.334559520791686,24.335324613872658,29.19860262634843,26.329469184135323,25.419860997461168,24.958787167021804,24.37896533060345,24.3405195143289,24.334559520791686,24.335324613872658
264,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
266,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
268,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
270,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
272,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
274,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
276,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
278,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
280,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
282,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41201111931746,-0.0010471426182715928,25.41201111931746,-0.0015865272886909233,0.001,"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",6.758112946465687e-05,1.578009495879414,0.0021111002781407434,287,255,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-0.0008789328000906243,-0.0010239863412246203,-0.0010488391569192694,-0.0010649483423128257,-0.0010886967380707756,-0.001090412284846779,-0.0010906798256132525,-0.001090645457094596,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773,29.19860262634805,26.32946918413148,25.419860997461168,24.958787167021804,24.378965330598568,24.34051951432402,24.334559520786804,24.335324613867773
