,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
391,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24629444485314,-0.0015704610523359821,18.24629444485314,-0.0015751739498987645,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029819847087801676,0.20971307257220756,0.0021033616160572345,212,319,-0.0063924863163132865,-0.0031422657748349835,-0.0018210901016250092,-0.0010852555973827332,-9.533682504430369e-05,-2.816389840064043e-05,-1.7715387406713465e-05,-1.9077698182445804e-05,-0.0008868485354840575,-0.0013486579747809143,-0.0015366742988769926,-0.0016409448385703291,-0.0017800304521855366,-0.0017892774302642593,-0.0017907173330160707,-0.001790537555509697,18.726615685186935,18.402562798219883,18.270748547488928,18.197384700285784,18.09877135998338,18.092075116839823,18.09103300979121,18.091164341029174,18.726615685186935,18.402562798219883,18.270748547488928,18.197384700285784,18.09877135998338,18.092075116839823,18.09103300979121,18.091164341029174
379,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24629057808363,-0.0015704685462320832,18.24629057808363,-0.0015751841857575887,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029819536598682035,0.20971145771418218,0.0021033535235187163,214,321,-0.00639248489325197,-0.003142264874404415,-0.0018210901016250092,-0.0010852555973827332,-9.537592245145067e-05,-2.8183108849953635e-05,-1.773226901462006e-05,-1.90867190805581e-05,-0.0008868643428098076,-0.0013486721696502925,-0.0015366742988769926,-0.0016409448385703291,-0.001780033381886482,-0.0017892893010475201,-0.0017907291495029161,-0.0017905408875123255,18.726607511721415,18.402555421783333,18.270748547488928,18.197384700285784,18.098769706522603,18.09206911066671,18.091026950836962,18.091162675363304,18.726607511721415,18.402555421783333,18.270748547488928,18.197384700285784,18.098769706522603,18.09206911066671,18.091026950836962,18.091162675363304
373,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24622151220874,-0.0015706414605952783,18.24622151220874,-0.0015753171032893308,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029817478164859156,0.20970146577351403,0.002103290667818072,215,322,-0.006392473260213619,-0.0031422567615121072,-0.0018213265943492947,-0.0010854937824107923,-9.557421741588859e-05,-2.8338091901414754e-05,-1.7867133257532623e-05,-1.920698525399742e-05,-0.0008871254539145168,-0.001348931806720983,-0.001536675625585212,-0.0016409461751035856,-0.0017802355941813086,-0.0017895034677869316,-0.001790948909992891,-0.001790764651476798,18.72650010833061,18.402448366085466,18.270747778116647,18.197383921915332,18.09868928207466,18.09198573301062,18.090941661045555,18.091075247091055,18.72650010833061,18.402448366085466,18.270747778116647,18.197383921915332,18.09868928207466,18.09198573301062,18.090941661045555,18.091075247091055
367,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.246056228096037,-0.0015711060950808445,18.246056228096037,-0.0015758617300542853,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715017,0.2096979461636767,0.0021032558520967704,216,323,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603192,-0.0010876790020967232,-9.557307912181091e-05,-2.833753738540651e-05,-1.7868470388404747e-05,-1.9208292565717115e-05,-0.0008877476219283406,-0.0013495527891470883,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555496,-0.0017901218928114554,-0.0017915668139688798,-0.0017913825660136264,18.726279107250207,18.4022276427859,18.27074749077576,18.197383635409214,18.098469100490764,18.091765610281872,18.090721827688647,18.090855410085922,18.726279107250207,18.4022276427859,18.27074749077576,18.197383635409214,18.098469100490764,18.091765610281872,18.090721827688647,18.090855410085922
331,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
337,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
343,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
349,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
355,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
361,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,18.24605622809603,-0.0015711060950808525,18.24605622809603,-0.0015758617300542952,0.01,"{'alpha': 0.01, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",0.00029816410464715,0.2096979461636763,0.00210325585209677,217,324,-0.006392463892210909,-0.003142250184904993,-0.0018235133817603583,-0.0010876790020967622,-9.557307912181091e-05,-2.8337537385406495e-05,-1.7868470388404733e-05,-1.920829256571711e-05,-0.0008877476219283516,-0.0013495527891470994,-0.0015366761327598112,-0.001640946678762004,-0.0017808542652555607,-0.0017901218928114662,-0.0017915668139688906,-0.0017913825660136374,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915,18.7262791072502,18.402227642785896,18.27074749077576,18.197383635409214,18.09846910049076,18.09176561028187,18.09072182768864,18.090855410085915
47,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973356549695,-1.2969251590599312e-05,-41.810973356549695,-0.001147771295388653,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.952164651842025e-06,1.3390267112187482,0.0016414271720959824,174,330,-0.00032459990938969794,-0.00034380396793461554,-8.699654043233551e-05,-0.0011552614161282856,-0.005171648543909077,-0.0019413889046388817,-8.354673754889669e-05,-7.492434312743313e-05,-4.0321790547566676e-07,-2.8906137140642473e-06,-2.2518354538276426e-05,-1.004791273870004e-05,-3.370969618496903e-07,-2.251825680007168e-05,-2.2518696620330624e-05,-2.2519863446026116e-05,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316
53,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973356549695,-1.2969251590599312e-05,-41.810973356549695,-0.001147771295388653,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.952164651842025e-06,1.3390267112187482,0.0016414271720959824,174,330,-0.00032459990938969794,-0.00034380396793461554,-8.699654043233551e-05,-0.0011552614161282856,-0.005171648543909077,-0.0019413889046388817,-8.354673754889669e-05,-7.492434312743313e-05,-4.0321790547566676e-07,-2.8906137140642473e-06,-2.2518354538276426e-05,-1.004791273870004e-05,-3.370969618496903e-07,-2.251825680007168e-05,-2.2518696620330624e-05,-2.2519863446026116e-05,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316
59,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973356549695,-1.2969251590599312e-05,-41.810973356549695,-0.001147771295388653,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.952164651842025e-06,1.3390267112187482,0.0016414271720959824,174,330,-0.00032459990938969794,-0.00034380396793461554,-8.699654043233551e-05,-0.0011552614161282856,-0.005171648543909077,-0.0019413889046388817,-8.354673754889669e-05,-7.492434312743313e-05,-4.0321790547566676e-07,-2.8906137140642473e-06,-2.2518354538276426e-05,-1.004791273870004e-05,-3.370969618496903e-07,-2.251825680007168e-05,-2.2518696620330624e-05,-2.2519863446026116e-05,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316
65,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973356549695,-1.2969251590599312e-05,-41.810973356549695,-0.001147771295388653,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.952164651842025e-06,1.3390267112187482,0.0016414271720959824,174,330,-0.00032459990938969794,-0.00034380396793461554,-8.699654043233551e-05,-0.0011552614161282856,-0.005171648543909077,-0.0019413889046388817,-8.354673754889669e-05,-7.492434312743313e-05,-4.0321790547566676e-07,-2.8906137140642473e-06,-2.2518354538276426e-05,-1.004791273870004e-05,-3.370969618496903e-07,-2.251825680007168e-05,-2.2518696620330624e-05,-2.2519863446026116e-05,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316,-42.30377200232242,-41.60115270670069,-43.150291402592615,-41.26720201117,-39.63468451376828,-40.044029590366435,-43.1885284063668,-43.298126219110316
113,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973530681785,-1.2988707381789505e-05,-41.810973530681785,-0.0011453668807922448,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.928135978029794e-06,1.3390232096170762,0.0016360637906893969,170,334,-0.0003235935512450256,-0.0003438091907993077,-8.699650973773132e-05,-0.0011547218022946305,-0.00515393486603225,-0.001941404895799579,-8.354742185270462e-05,-7.492680857672852e-05,-4.865660964411461e-07,-2.890997207528289e-06,-2.251855021337918e-05,-1.0052399590199001e-05,-4.044769956495944e-07,-2.251874673762497e-05,-2.251899785223015e-05,-2.2518924361263717e-05,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872
119,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973530681785,-1.2988707381789505e-05,-41.810973530681785,-0.0011453668807922448,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.928135978029794e-06,1.3390232096170762,0.0016360637906893969,170,334,-0.0003235935512450256,-0.0003438091907993077,-8.699650973773132e-05,-0.0011547218022946305,-0.00515393486603225,-0.001941404895799579,-8.354742185270462e-05,-7.492680857672852e-05,-4.865660964411461e-07,-2.890997207528289e-06,-2.251855021337918e-05,-1.0052399590199001e-05,-4.044769956495944e-07,-2.251874673762497e-05,-2.251899785223015e-05,-2.2518924361263717e-05,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872
125,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973530681785,-1.2988707381789505e-05,-41.810973530681785,-0.0011453668807922448,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.928135978029794e-06,1.3390232096170762,0.0016360637906893969,170,334,-0.0003235935512450256,-0.0003438091907993077,-8.699650973773132e-05,-0.0011547218022946305,-0.00515393486603225,-0.001941404895799579,-8.354742185270462e-05,-7.492680857672852e-05,-4.865660964411461e-07,-2.890997207528289e-06,-2.251855021337918e-05,-1.0052399590199001e-05,-4.044769956495944e-07,-2.251874673762497e-05,-2.251899785223015e-05,-2.2518924361263717e-05,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872
131,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.810973530681785,-1.2988707381789505e-05,-41.810973530681785,-0.0011453668807922448,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.928135978029794e-06,1.3390232096170762,0.0016360637906893969,170,334,-0.0003235935512450256,-0.0003438091907993077,-8.699650973773132e-05,-0.0011547218022946305,-0.00515393486603225,-0.001941404895799579,-8.354742185270462e-05,-7.492680857672852e-05,-4.865660964411461e-07,-2.890997207528289e-06,-2.251855021337918e-05,-1.0052399590199001e-05,-4.044769956495944e-07,-2.251874673762497e-05,-2.251899785223015e-05,-2.2518924361263717e-05,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872,-42.30377287957302,-41.601152707627755,-43.15028980861108,-41.26719937287145,-39.63469591446702,-40.04403036293546,-43.18852860521979,-43.29811859414872
173,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81101735654774,-1.3430240260779904e-05,-41.81101735654774,-0.0011068854119880942,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.384906646910472e-06,1.3390037168044147,0.0015465167438107237,168,338,-0.00031219430847661243,-0.00034369744800873944,-8.699915581927258e-05,-0.0011546665404640203,-0.0048577115207468526,-0.001941367299057024,-8.3524687807548e-05,-7.492233552468419e-05,-1.99280514264394e-06,-2.824434827713973e-06,-2.251891742183348e-05,-1.0052877255952905e-05,-2.497725794543128e-06,-2.2518471168394455e-05,-2.2518541091246648e-05,-2.25181493839107e-05,-42.30378286456769,-41.60115326942262,-43.150290188002536,-41.267199105421696,-39.63489016468142,-40.044029669373444,-43.18862415257115,-43.29816943834136,-42.30378286456769,-41.60115326942262,-43.150290188002536,-41.267199105421696,-39.63489016468142,-40.044029669373444,-43.18862415257115,-43.29816943834136
107,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.811020010703984,-1.318543733509952e-05,-41.811020010703984,-0.0011063929528912972,1e-06,"{'alpha': 1e-06, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.679512748548297e-06,1.3390033373436179,0.001546760259018408,167,339,-0.00031219293681006695,-0.000339778937609193,-8.699740198519621e-05,-0.0011546297422847652,-0.0048577115207468526,-0.0019413855151133906,-8.352620504326389e-05,-7.492136353764933e-05,-1.9929092129652275e-06,-8.649460039367411e-07,-2.2519063478239347e-05,-1.0053166952583689e-05,-2.497725794543128e-06,-2.2518840792549425e-05,-2.251832684082717e-05,-2.2518519605151434e-05,-42.30378286315347,-41.60117460406852,-43.15029026290493,-41.26719900156378,-39.63489016468142,-40.04402955875855,-43.18862413472846,-43.298169495772726,-42.30378286315347,-41.60117460406852,-43.15029026290493,-41.26719900156378,-39.63489016468142,-40.04402955875855,-43.18862413472846,-43.298169495772726
41,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102020997798,-1.3169186636209216e-05,-41.81102020997798,-0.0011063403640662007,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",9.700133428999671e-06,1.3390032125715299,0.0015467653374695706,166,340,-0.00031219293681006695,-0.00033939543214964597,-8.699985341860838e-05,-0.0011546539581501884,-0.004857653494748411,-0.0019413757267647959,-8.352854794617594e-05,-7.492296254171449e-05,-1.9929092129652275e-06,-7.355739591474569e-07,-2.2518274527494982e-05,-1.0052830654597905e-05,-2.497777379562979e-06,-2.251813200763949e-05,-2.251922678248168e-05,-2.251876856578399e-05,-42.30378286315347,-41.60117665852281,-43.15028968438202,-41.267199181908126,-39.63489016598294,-40.04402953744001,-43.188624179008116,-43.29816940942641,-42.30378286315347,-41.60117665852281,-43.15028968438202,-41.267199181908126,-39.63489016598294,-40.04402953744001,-43.188624179008116,-43.29816940942641
5,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455181291,-1.4385445091644119e-05,-41.81102455181291,-0.0010697463815201274,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33055952807565e-06,1.3389459767888905,0.001462513782965886,150,341,-0.00029689868541140534,-0.0003437999405967156,-8.699999715448031e-05,-0.0011546126078204617,-0.004575774982898883,-0.0019414102222456286,-8.35465888151034e-05,-7.49280272183428e-05,-5.7487764843029334e-06,-2.8910123459340395e-06,-2.2518785476282243e-05,-1.0053120255825558e-05,-6.316313641330764e-06,-2.251869946742845e-05,-2.251857164042241e-05,-2.2518281421626545e-05,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499
11,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455181291,-1.4385445091644119e-05,-41.81102455181291,-0.0010697463815201274,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33055952807565e-06,1.3389459767888905,0.001462513782965886,150,341,-0.00029689868541140534,-0.0003437999405967156,-8.699999715448031e-05,-0.0011546126078204617,-0.004575774982898883,-0.0019414102222456286,-8.35465888151034e-05,-7.49280272183428e-05,-5.7487764843029334e-06,-2.8910123459340395e-06,-2.2518785476282243e-05,-1.0053120255825558e-05,-6.316313641330764e-06,-2.251869946742845e-05,-2.251857164042241e-05,-2.2518281421626545e-05,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499
17,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455181291,-1.4385445091644119e-05,-41.81102455181291,-0.0010697463815201274,1e-07,"{'alpha': 1e-07, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.33055952807565e-06,1.3389459767888905,0.001462513782965886,150,341,-0.00029689868541140534,-0.0003437999405967156,-8.699999715448031e-05,-0.0011546126078204617,-0.004575774982898883,-0.0019414102222456286,-8.35465888151034e-05,-7.49280272183428e-05,-5.7487764843029334e-06,-2.8910123459340395e-06,-2.2518785476282243e-05,-1.0053120255825558e-05,-6.316313641330764e-06,-2.251869946742845e-05,-2.251857164042241e-05,-2.2518281421626545e-05,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499,-42.30379664997585,-41.601152701556856,-43.15028967624812,-41.267198962945,-39.635082019383475,-40.04402949150949,-43.18852838730951,-43.29811852557499
137,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455301572,-1.4385767774818476e-05,-41.81102455301572,-0.001069734228506994,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330640230898119e-06,1.3389459738882459,0.0014624965326993991,144,344,-0.0002969022364548005,-0.00034379710878560787,-8.699947391101361e-05,-0.0011546126078204617,-0.004575729219307141,-0.0019413606121033778,-8.35465888151034e-05,-7.492598085844704e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518910453179662e-05,-1.0053120255825558e-05,-6.316800630303847e-06,-2.2519575726946368e-05,-2.251857164042241e-05,-2.2518879248408202e-05,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599
143,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455301572,-1.4385767774818476e-05,-41.81102455301572,-0.001069734228506994,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330640230898119e-06,1.3389459738882459,0.0014624965326993991,144,344,-0.0002969022364548005,-0.00034379710878560787,-8.699947391101361e-05,-0.0011546126078204617,-0.004575729219307141,-0.0019413606121033778,-8.35465888151034e-05,-7.492598085844704e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518910453179662e-05,-1.0053120255825558e-05,-6.316800630303847e-06,-2.2519575726946368e-05,-2.251857164042241e-05,-2.2518879248408202e-05,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599
149,DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05),-41.81102455301572,-1.4385767774818476e-05,-41.81102455301572,-0.001069734228506994,1e-05,"{'alpha': 1e-05, 'kernel': DotProduct(sigma_0=1) + WhiteKernel(noise_level=1e-05)}",8.330640230898119e-06,1.3389459738882459,0.0014624965326993991,144,344,-0.0002969022364548005,-0.00034379710878560787,-8.699947391101361e-05,-0.0011546126078204617,-0.004575729219307141,-0.0019413606121033778,-8.35465888151034e-05,-7.492598085844704e-05,-5.749475145747004e-06,-2.8908090977147715e-06,-2.2518910453179662e-05,-1.0053120255825558e-05,-6.316800630303847e-06,-2.2519575726946368e-05,-2.251857164042241e-05,-2.2518879248408202e-05,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599,-42.303796650987934,-41.60115270284347,-43.15028965401906,-41.267198962945,-39.63508201543125,-40.04402950993355,-43.18852838730951,-43.29811854065599
